"Date Administered","AgeGroupVacc","7-day_avg_group_cases_per_100k","Administered_Dose1_pct_agegroup","Series_Complete_Pop_pct_agegroup"
"2022 Sep 02 12:00:00 AM","12 - 17 Years","22.48127835968","70.9%","60.6%"
"2022 Sep 02 12:00:00 AM","18 - 24 Years","23.59899386975","80.1%","65.2%"
"2022 Sep 02 12:00:00 AM","25 - 49 Years","22.44727176248","83.5%","70.7%"
"2022 Sep 02 12:00:00 AM","50 - 64 Years","21.11969643576","94.1%","82.4%"
"2022 Sep 02 12:00:00 AM","65+ Years","23.44983121003","95%","92.2%"
"2022 Sep 01 12:00:00 AM","<2 Years","18.69762733834","4.2%","0.9%"
"2022 Sep 01 12:00:00 AM","2 - 4 Years","20.64521501755","6.8%","1.7%"
"2022 Sep 01 12:00:00 AM","5 - 11 Years","18.09035587871","38.3%","31.2%"
"2022 Sep 01 12:00:00 AM","12 - 17 Years","22.86217179257","70.9%","60.6%"
"2022 Sep 01 12:00:00 AM","18 - 24 Years","23.83441652495","80.1%","65.2%"
"2022 Sep 01 12:00:00 AM","25 - 49 Years","22.91910932223","83.5%","70.7%"
"2022 Sep 01 12:00:00 AM","50 - 64 Years","21.52448229319","94.1%","82.4%"
"2022 Sep 01 12:00:00 AM","65+ Years","23.68951968942","95%","92.2%"
"2022 Aug 31 12:00:00 AM","<2 Years","17.77618369128","4.1%","0.9%"
"2022 Aug 31 12:00:00 AM","2 - 4 Years","19.99505594885","6.8%","1.7%"
"2022 Aug 31 12:00:00 AM","5 - 11 Years","17.89600332402","38.2%","31.1%"
"2022 Aug 31 12:00:00 AM","12 - 17 Years","22.35793056132","70.8%","60.6%"
"2022 Aug 31 12:00:00 AM","18 - 24 Years","22.76886900527","80%","65.2%"
"2022 Aug 31 12:00:00 AM","25 - 49 Years","22.21287418584","83.5%","70.7%"
"2022 Aug 31 12:00:00 AM","50 - 64 Years","21.07928595757","94.1%","82.4%"
"2022 Aug 31 12:00:00 AM","65+ Years","23.55870844653","95%","92.2%"
"2022 Aug 30 12:00:00 AM","<2 Years","17.99292110826","4.1%","0.9%"
"2022 Aug 30 12:00:00 AM","2 - 4 Years","19.97551564897","6.7%","1.7%"
"2022 Aug 30 12:00:00 AM","5 - 11 Years","18.40774816441","38.2%","31.1%"
"2022 Aug 30 12:00:00 AM","12 - 17 Years","22.41332285966","70.8%","60.6%"
"2022 Aug 30 12:00:00 AM","18 - 24 Years","22.23656798168","80%","65.2%"
"2022 Aug 30 12:00:00 AM","25 - 49 Years","21.80532399756","83.5%","70.7%"
"2022 Aug 30 12:00:00 AM","50 - 64 Years","20.6195600118","94.1%","82.4%"
"2022 Aug 30 12:00:00 AM","65+ Years","23.66811421331","95%","92.2%"
"2022 Aug 29 12:00:00 AM","<2 Years","18.38057145978","4%","0.9%"
"2022 Aug 29 12:00:00 AM","2 - 4 Years","20.43915367337","6.6%","1.6%"
"2022 Aug 29 12:00:00 AM","5 - 11 Years","18.80448852153","38.2%","31.1%"
"2022 Aug 29 12:00:00 AM","12 - 17 Years","22.2328695991","70.8%","60.6%"
"2022 Aug 29 12:00:00 AM","18 - 24 Years","21.97750851372","80%","65.2%"
"2022 Aug 29 12:00:00 AM","25 - 49 Years","21.98191585129","83.5%","70.7%"
"2022 Aug 29 12:00:00 AM","50 - 64 Years","20.52988507423","94.1%","82.4%"
"2022 Aug 29 12:00:00 AM","65+ Years","23.67789202338","95%","92.2%"
"2022 Aug 28 12:00:00 AM","<2 Years","18.73230532506","4%","0.9%"
"2022 Aug 28 12:00:00 AM","2 - 4 Years","20.85127636173","6.6%","1.6%"
"2022 Aug 28 12:00:00 AM","5 - 11 Years","18.91045335109","38.2%","31.1%"
"2022 Aug 28 12:00:00 AM","12 - 17 Years","21.77945222922","70.8%","60.6%"
"2022 Aug 28 12:00:00 AM","18 - 24 Years","21.73594028721","80%","65.2%"
"2022 Aug 28 12:00:00 AM","25 - 49 Years","22.28139447066","83.5%","70.7%"
"2022 Aug 28 12:00:00 AM","50 - 64 Years","20.91741701963","94.1%","82.4%"
"2022 Aug 28 12:00:00 AM","65+ Years","24.18792373808","95%","92.2%"
"2022 Aug 27 12:00:00 AM","<2 Years","19.1063321818","4%","0.9%"
"2022 Aug 27 12:00:00 AM","2 - 4 Years","21.40195754014","6.6%","1.6%"
"2022 Aug 27 12:00:00 AM","5 - 11 Years","19.27003068741","38.2%","31.1%"
"2022 Aug 27 12:00:00 AM","12 - 17 Years","21.92906854019","70.8%","60.6%"
"2022 Aug 27 12:00:00 AM","18 - 24 Years","21.97419935993","80%","65.1%"
"2022 Aug 27 12:00:00 AM","25 - 49 Years","22.6307421004","83.5%","70.7%"
"2022 Aug 27 12:00:00 AM","50 - 64 Years","21.28951125425","94.1%","82.4%"
"2022 Aug 27 12:00:00 AM","65+ Years","24.52433325767","95%","92.2%"
"2022 Aug 26 12:00:00 AM","<2 Years","19.56829250485","4%","0.8%"
"2022 Aug 26 12:00:00 AM","2 - 4 Years","22.00593044549","6.6%","1.6%"
"2022 Aug 26 12:00:00 AM","5 - 11 Years","19.56181062094","38.2%","31.1%"
"2022 Aug 26 12:00:00 AM","12 - 17 Years","21.91479217464","70.8%","60.6%"
"2022 Aug 26 12:00:00 AM","18 - 24 Years","22.19874908125","80%","65.1%"
"2022 Aug 26 12:00:00 AM","25 - 49 Years","23.01395303693","83.5%","70.7%"
"2022 Aug 26 12:00:00 AM","50 - 64 Years","21.72608063385","94.1%","82.4%"
"2022 Aug 26 12:00:00 AM","65+ Years","25.05762030444","95%","92.2%"
"2022 Aug 25 12:00:00 AM","<2 Years","19.97080485068","3.9%","0.8%"
"2022 Aug 25 12:00:00 AM","2 - 4 Years","22.2706126893","6.5%","1.5%"
"2022 Aug 25 12:00:00 AM","5 - 11 Years","19.79533500836","38.1%","31%"
"2022 Aug 25 12:00:00 AM","12 - 17 Years","21.77888117459","70.8%","60.6%"
"2022 Aug 25 12:00:00 AM","18 - 24 Years","22.38926179218","80%","65.1%"
"2022 Aug 25 12:00:00 AM","25 - 49 Years","23.35642218248","83.5%","70.6%"
"2022 Aug 25 12:00:00 AM","50 - 64 Years","22.10589372386","94.1%","82.4%"
"2022 Aug 25 12:00:00 AM","65+ Years","25.47621628168","95%","92.2%"
"2022 Aug 24 12:00:00 AM","<2 Years","20.41790317943","3.9%","0.8%"
"2022 Aug 24 12:00:00 AM","2 - 4 Years","22.41450035205","6.4%","1.5%"
"2022 Aug 24 12:00:00 AM","5 - 11 Years","19.81994295456","38.1%","31%"
"2022 Aug 24 12:00:00 AM","12 - 17 Years","21.1747053845","70.8%","60.6%"
"2022 Aug 24 12:00:00 AM","18 - 24 Years","22.29329633233","80%","65.1%"
"2022 Aug 24 12:00:00 AM","25 - 49 Years","23.58010519721","83.5%","70.6%"
"2022 Aug 24 12:00:00 AM","50 - 64 Years","22.42758837331","94.1%","82.4%"
"2022 Aug 24 12:00:00 AM","65+ Years","25.77483588666","95%","92.1%"
"2022 Aug 23 12:00:00 AM","<2 Years","20.56404612346","3.8%","0.8%"
"2022 Aug 23 12:00:00 AM","2 - 4 Years","22.85682168567","6.3%","1.5%"
"2022 Aug 23 12:00:00 AM","5 - 11 Years","19.67229527736","38.1%","31%"
"2022 Aug 23 12:00:00 AM","12 - 17 Years","20.51171096833","70.8%","60.6%"
"2022 Aug 23 12:00:00 AM","18 - 24 Years","22.11412929153","80%","65.1%"
"2022 Aug 23 12:00:00 AM","25 - 49 Years","23.8740281178","83.5%","70.6%"
"2022 Aug 23 12:00:00 AM","50 - 64 Years","22.65393245624","94.1%","82.4%"
"2022 Aug 23 12:00:00 AM","65+ Years","25.99893272296","95%","92.1%"
"2022 Aug 22 12:00:00 AM","<2 Years","20.7981225338","3.8%","0.8%"
"2022 Aug 22 12:00:00 AM","2 - 4 Years","23.17124287463","6.3%","1.4%"
"2022 Aug 22 12:00:00 AM","5 - 11 Years","19.46588985106","38.1%","31%"
"2022 Aug 22 12:00:00 AM","12 - 17 Years","19.77105312357","70.8%","60.5%"
"2022 Aug 22 12:00:00 AM","18 - 24 Years","22.18503972984","79.9%","65.1%"
"2022 Aug 22 12:00:00 AM","25 - 49 Years","24.33594478689","83.4%","70.6%"
"2022 Aug 22 12:00:00 AM","50 - 64 Years","23.01263220651","94.1%","82.4%"
"2022 Aug 22 12:00:00 AM","65+ Years","26.18180419787","95%","92.1%"
"2022 Aug 21 12:00:00 AM","<2 Years","21.19815788058","3.7%","0.7%"
"2022 Aug 21 12:00:00 AM","2 - 4 Years","23.61001142646","6.2%","1.4%"
"2022 Aug 21 12:00:00 AM","5 - 11 Years","19.25747561282","38%","31%"
"2022 Aug 21 12:00:00 AM","12 - 17 Years","19.07550859395","70.7%","60.5%"
"2022 Aug 21 12:00:00 AM","18 - 24 Years","22.40202567107","79.9%","65.1%"
"2022 Aug 21 12:00:00 AM","25 - 49 Years","24.72748927158","83.4%","70.6%"
"2022 Aug 21 12:00:00 AM","50 - 64 Years","23.39108314557","94.1%","82.4%"
"2022 Aug 21 12:00:00 AM","65+ Years","26.53010564863","95%","92.1%"
"2022 Aug 20 12:00:00 AM","<2 Years","21.36411681701","3.7%","0.7%"
"2022 Aug 20 12:00:00 AM","2 - 4 Years","23.74501713471","6.2%","1.4%"
"2022 Aug 20 12:00:00 AM","5 - 11 Years","19.06010984023","38%","30.9%"
"2022 Aug 20 12:00:00 AM","12 - 17 Years","18.69632832493","70.7%","60.5%"
"2022 Aug 20 12:00:00 AM","18 - 24 Years","22.39398915473","79.9%","65.1%"
"2022 Aug 20 12:00:00 AM","25 - 49 Years","24.88066782335","83.4%","70.6%"
"2022 Aug 20 12:00:00 AM","50 - 64 Years","23.50141737255","94.1%","82.4%"
"2022 Aug 20 12:00:00 AM","65+ Years","26.66408807316","95%","92.1%"
"2022 Aug 19 12:00:00 AM","<2 Years","21.46815077716","3.7%","0.7%"
"2022 Aug 19 12:00:00 AM","2 - 4 Years","23.9404201335","6.2%","1.4%"
"2022 Aug 19 12:00:00 AM","5 - 11 Years","18.70404792479","38%","30.9%"
"2022 Aug 19 12:00:00 AM","12 - 17 Years","18.13155530375","70.7%","60.5%"
"2022 Aug 19 12:00:00 AM","18 - 24 Years","22.14438441188","79.9%","65.1%"
"2022 Aug 19 12:00:00 AM","25 - 49 Years","24.83992603238","83.4%","70.6%"
"2022 Aug 19 12:00:00 AM","50 - 64 Years","23.45283398865","94.1%","82.4%"
"2022 Aug 19 12:00:00 AM","65+ Years","26.44104829741","95%","92.1%"
"2022 Aug 18 12:00:00 AM","<2 Years","21.80626114766","3.7%","0.7%"
"2022 Aug 18 12:00:00 AM","2 - 4 Years","24.036345242","6.1%","1.3%"
"2022 Aug 18 12:00:00 AM","5 - 11 Years","18.00046154463","38%","30.9%"
"2022 Aug 18 12:00:00 AM","12 - 17 Years","17.29895766485","70.7%","60.5%"
"2022 Aug 18 12:00:00 AM","18 - 24 Years","22.15620281826","79.9%","65.1%"
"2022 Aug 18 12:00:00 AM","25 - 49 Years","25.14205022259","83.4%","70.6%"
"2022 Aug 18 12:00:00 AM","50 - 64 Years","23.62401095809","94.1%","82.4%"
"2022 Aug 18 12:00:00 AM","65+ Years","26.64770363466","95%","92.1%"
"2022 Aug 17 12:00:00 AM","<2 Years","23.87083985687","3.6%","0.7%"
"2022 Aug 17 12:00:00 AM","2 - 4 Years","26.47532994507","6%","1.3%"
"2022 Aug 17 12:00:00 AM","5 - 11 Years","18.7407087426","38%","30.9%"
"2022 Aug 17 12:00:00 AM","12 - 17 Years","17.88485970704","70.7%","60.5%"
"2022 Aug 17 12:00:00 AM","18 - 24 Years","23.34749818188","79.9%","65.1%"
"2022 Aug 17 12:00:00 AM","25 - 49 Years","26.54407049054","83.4%","70.6%"
"2022 Aug 17 12:00:00 AM","50 - 64 Years","24.98729703429","94.1%","82.4%"
"2022 Aug 17 12:00:00 AM","65+ Years","28.21030339062","95%","92.1%"
"2022 Aug 16 12:00:00 AM","<2 Years","24.62260906893","3.6%","0.6%"
"2022 Aug 16 12:00:00 AM","2 - 4 Years","27.71880357373","5.9%","1.2%"
"2022 Aug 16 12:00:00 AM","5 - 11 Years","18.5774927729","37.9%","30.9%"
"2022 Aug 16 12:00:00 AM","12 - 17 Years","17.77635932886","70.7%","60.5%"
"2022 Aug 16 12:00:00 AM","18 - 24 Years","24.79879848597","79.9%","65.1%"
"2022 Aug 16 12:00:00 AM","25 - 49 Years","28.35787386011","83.4%","70.6%"
"2022 Aug 16 12:00:00 AM","50 - 64 Years","27.11974434715","94.1%","82.3%"
"2022 Aug 16 12:00:00 AM","65+ Years","30.18542102567","95%","92.1%"
"2022 Aug 15 12:00:00 AM","<2 Years","24.89507896456","3.5%","0.6%"
"2022 Aug 15 12:00:00 AM","2 - 4 Years","28.19487633442","5.8%","1.2%"
"2022 Aug 15 12:00:00 AM","5 - 11 Years","18.24503439769","37.9%","30.8%"
"2022 Aug 15 12:00:00 AM","12 - 17 Years","17.34464203461","70.7%","60.5%"
"2022 Aug 15 12:00:00 AM","18 - 24 Years","25.65350563574","79.8%","65%"
"2022 Aug 15 12:00:00 AM","25 - 49 Years","29.30128442253","83.4%","70.6%"
"2022 Aug 15 12:00:00 AM","50 - 64 Years","27.93113226328","94.1%","82.3%"
"2022 Aug 15 12:00:00 AM","65+ Years","30.86405389787","95%","92.1%"
"2022 Aug 14 12:00:00 AM","<2 Years","25.07713839483","3.5%","0.6%"
"2022 Aug 14 12:00:00 AM","2 - 4 Years","28.27659031573","5.8%","1.2%"
"2022 Aug 14 12:00:00 AM","5 - 11 Years","17.35663731953","37.9%","30.8%"
"2022 Aug 14 12:00:00 AM","12 - 17 Years","16.4212467108","70.7%","60.5%"
"2022 Aug 14 12:00:00 AM","18 - 24 Years","26.18107929677","79.8%","65%"
"2022 Aug 14 12:00:00 AM","25 - 49 Years","29.86095493425","83.4%","70.6%"
"2022 Aug 14 12:00:00 AM","50 - 64 Years","28.38472852976","94.1%","82.3%"
"2022 Aug 14 12:00:00 AM","65+ Years","31.26970088339","95%","92.1%"
"2022 Aug 13 12:00:00 AM","<2 Years","26.18807246931","3.5%","0.6%"
"2022 Aug 13 12:00:00 AM","2 - 4 Years","29.23584140069","5.8%","1.2%"
"2022 Aug 13 12:00:00 AM","5 - 11 Years","17.51232024448","37.9%","30.8%"
"2022 Aug 13 12:00:00 AM","12 - 17 Years","16.66166070667","70.7%","60.5%"
"2022 Aug 13 12:00:00 AM","18 - 24 Years","27.28350024437","79.8%","65%"
"2022 Aug 13 12:00:00 AM","25 - 49 Years","31.08849980514","83.4%","70.6%"
"2022 Aug 13 12:00:00 AM","50 - 64 Years","29.11211713728","94.1%","82.3%"
"2022 Aug 13 12:00:00 AM","65+ Years","31.6695340359","95%","92.1%"
"2022 Aug 12 12:00:00 AM","<2 Years","26.57696132036","3.4%","0.6%"
"2022 Aug 12 12:00:00 AM","2 - 4 Years","29.27492200045","5.7%","1.1%"
"2022 Aug 12 12:00:00 AM","5 - 11 Years","17.25619672279","37.9%","30.8%"
"2022 Aug 12 12:00:00 AM","12 - 17 Years","16.53088919823","70.7%","60.5%"
"2022 Aug 12 12:00:00 AM","18 - 24 Years","27.80209191655","79.8%","65%"
"2022 Aug 12 12:00:00 AM","25 - 49 Years","31.68745704387","83.4%","70.6%"
"2022 Aug 12 12:00:00 AM","50 - 64 Years","30.03043390301","94%","82.3%"
"2022 Aug 12 12:00:00 AM","65+ Years","32.45519428864","95%","92.1%"
"2022 Aug 11 12:00:00 AM","<2 Years","27.54051395129","3.4%","0.6%"
"2022 Aug 11 12:00:00 AM","2 - 4 Years","30.57524013785","5.6%","1.1%"
"2022 Aug 11 12:00:00 AM","5 - 11 Years","17.66448774854","37.8%","30.8%"
"2022 Aug 11 12:00:00 AM","12 - 17 Years","16.93805114373","70.6%","60.5%"
"2022 Aug 11 12:00:00 AM","18 - 24 Years","29.27371987962","79.8%","65%"
"2022 Aug 11 12:00:00 AM","25 - 49 Years","32.90997533016","83.4%","70.6%"
"2022 Aug 11 12:00:00 AM","50 - 64 Years","31.02730137355","94%","82.3%"
"2022 Aug 11 12:00:00 AM","65+ Years","33.2508966166","95%","92.1%"
"2022 Aug 10 12:00:00 AM","<2 Years","26.17073347595","3.3%","0.5%"
"2022 Aug 10 12:00:00 AM","2 - 4 Years","28.73667555833","5.6%","1%"
"2022 Aug 10 12:00:00 AM","5 - 11 Years","16.21563214057","37.8%","30.7%"
"2022 Aug 10 12:00:00 AM","12 - 17 Years","15.82620779466","70.6%","60.5%"
"2022 Aug 10 12:00:00 AM","18 - 24 Years","29.40183140484","79.8%","65%"
"2022 Aug 10 12:00:00 AM","25 - 49 Years","33.07836591428","83.4%","70.6%"
"2022 Aug 10 12:00:00 AM","50 - 64 Years","31.14785173267","94%","82.3%"
"2022 Aug 10 12:00:00 AM","65+ Years","33.08229545909","95%","92.1%"
"2022 Aug 09 12:00:00 AM","<2 Years","26.40357138677","3.3%","0.5%"
"2022 Aug 09 12:00:00 AM","2 - 4 Years","28.37962098782","5.5%","1%"
"2022 Aug 09 12:00:00 AM","5 - 11 Years","15.73050405832","37.8%","30.7%"
"2022 Aug 09 12:00:00 AM","12 - 17 Years","15.25857950037","70.6%","60.4%"
"2022 Aug 09 12:00:00 AM","18 - 24 Years","29.23826466047","79.8%","65%"
"2022 Aug 09 12:00:00 AM","25 - 49 Years","32.52544160821","83.4%","70.6%"
"2022 Aug 09 12:00:00 AM","50 - 64 Years","30.21545940711","94%","82.3%"
"2022 Aug 09 12:00:00 AM","65+ Years","32.17031647079","95%","92.1%"
"2022 Aug 08 12:00:00 AM","<2 Years","26.79865273545","3.2%","0.5%"
"2022 Aug 08 12:00:00 AM","2 - 4 Years","28.59456428649","5.4%","1%"
"2022 Aug 08 12:00:00 AM","5 - 11 Years","15.42215142633","37.7%","30.7%"
"2022 Aug 08 12:00:00 AM","12 - 17 Years","14.99760753811","70.6%","60.4%"
"2022 Aug 08 12:00:00 AM","18 - 24 Years","29.65805445526","79.7%","65%"
"2022 Aug 08 12:00:00 AM","25 - 49 Years","32.9041550743","83.4%","70.6%"
"2022 Aug 08 12:00:00 AM","50 - 64 Years","30.46405195556","94%","82.3%"
"2022 Aug 08 12:00:00 AM","65+ Years","32.41344039697","95%","92.1%"
"2022 Aug 07 12:00:00 AM","<2 Years","27.28042905091","3.2%","0.5%"
"2022 Aug 07 12:00:00 AM","2 - 4 Years","29.07241343807","5.3%","0.9%"
"2022 Aug 07 12:00:00 AM","5 - 11 Years","15.51706779025","37.7%","30.7%"
"2022 Aug 07 12:00:00 AM","12 - 17 Years","15.16092916001","70.6%","60.4%"
"2022 Aug 07 12:00:00 AM","18 - 24 Years","30.60730885612","79.7%","65%"
"2022 Aug 07 12:00:00 AM","25 - 49 Years","34.02204103378","83.3%","70.6%"
"2022 Aug 07 12:00:00 AM","50 - 64 Years","31.37374176528","94%","82.3%"
"2022 Aug 07 12:00:00 AM","65+ Years","33.07172485361","95%","92%"
"2022 Aug 06 12:00:00 AM","<2 Years","26.86553170983","3.2%","0.4%"
"2022 Aug 06 12:00:00 AM","2 - 4 Years","28.73134638564","5.3%","0.9%"
"2022 Aug 06 12:00:00 AM","5 - 11 Years","15.10475914064","37.7%","30.7%"
"2022 Aug 06 12:00:00 AM","12 - 17 Years","14.71379339096","70.6%","60.4%"
"2022 Aug 06 12:00:00 AM","18 - 24 Years","30.24424741197","79.7%","65%"
"2022 Aug 06 12:00:00 AM","25 - 49 Years","33.61779780905","83.3%","70.6%"
"2022 Aug 06 12:00:00 AM","50 - 64 Years","31.40053073397","94%","82.3%"
"2022 Aug 06 12:00:00 AM","65+ Years","33.37853667784","95%","92%"
"2022 Aug 05 12:00:00 AM","<2 Years","27.09093862349","3.2%","0.4%"
"2022 Aug 05 12:00:00 AM","2 - 4 Years","29.14879824669","5.3%","0.9%"
"2022 Aug 05 12:00:00 AM","5 - 11 Years","15.09270626903","37.7%","30.7%"
"2022 Aug 05 12:00:00 AM","12 - 17 Years","14.72121710105","70.6%","60.4%"
"2022 Aug 05 12:00:00 AM","18 - 24 Years","30.58272657083","79.7%","65%"
"2022 Aug 05 12:00:00 AM","25 - 49 Years","33.86515868282","83.3%","70.6%"
"2022 Aug 05 12:00:00 AM","50 - 64 Years","31.25841298481","94%","82.3%"
"2022 Aug 05 12:00:00 AM","65+ Years","33.357659732","95%","92%"
"2022 Aug 04 12:00:00 AM","<2 Years","26.83580772121","3.1%","0.4%"
"2022 Aug 04 12:00:00 AM","2 - 4 Years","28.53771977775","5.2%","0.8%"
"2022 Aug 04 12:00:00 AM","5 - 11 Years","14.47600100505","37.6%","30.6%"
"2022 Aug 04 12:00:00 AM","12 - 17 Years","14.1233229118","70.5%","60.4%"
"2022 Aug 04 12:00:00 AM","18 - 24 Years","30.27970263112","79.7%","64.9%"
"2022 Aug 04 12:00:00 AM","25 - 49 Years","33.72176874316","83.3%","70.6%"
"2022 Aug 04 12:00:00 AM","50 - 64 Years","31.28134252581","94%","82.3%"
"2022 Aug 04 12:00:00 AM","65+ Years","33.39439258607","95%","92%"
"2022 Aug 03 12:00:00 AM","<2 Years","27.502120466","3%","0.4%"
"2022 Aug 03 12:00:00 AM","2 - 4 Years","29.21274831902","5.1%","0.7%"
"2022 Aug 03 12:00:00 AM","5 - 11 Years","14.74116418044","37.6%","30.6%"
"2022 Aug 03 12:00:00 AM","12 - 17 Years","14.23410750847","70.5%","60.4%"
"2022 Aug 03 12:00:00 AM","18 - 24 Years","30.85880454399","79.7%","64.9%"
"2022 Aug 03 12:00:00 AM","25 - 49 Years","34.12098538328","83.3%","70.6%"
"2022 Aug 03 12:00:00 AM","50 - 64 Years","31.52267026919","94%","82.3%"
"2022 Aug 03 12:00:00 AM","65+ Years","33.59364849948","95%","92%"
"2022 Aug 02 12:00:00 AM","<2 Years","28.21921169134","3%","0.3%"
"2022 Aug 02 12:00:00 AM","2 - 4 Years","29.71191416138","5%","0.7%"
"2022 Aug 02 12:00:00 AM","5 - 11 Years","15.31267117589","37.6%","30.6%"
"2022 Aug 02 12:00:00 AM","12 - 17 Years","14.82914642461","70.5%","60.4%"
"2022 Aug 02 12:00:00 AM","18 - 24 Years","31.63834662915","79.7%","64.9%"
"2022 Aug 02 12:00:00 AM","25 - 49 Years","34.77616100241","83.3%","70.5%"
"2022 Aug 02 12:00:00 AM","50 - 64 Years","31.85231079919","94%","82.3%"
"2022 Aug 02 12:00:00 AM","65+ Years","33.75643582396","95%","92%"
"2022 Aug 01 12:00:00 AM","<2 Years","28.63410903242","2.9%","0.3%"
"2022 Aug 01 12:00:00 AM","2 - 4 Years","30.07074512279","4.9%","0.7%"
"2022 Aug 01 12:00:00 AM","5 - 11 Years","15.76917368807","37.5%","30.6%"
"2022 Aug 01 12:00:00 AM","12 - 17 Years","15.25743739113","70.5%","60.4%"
"2022 Aug 01 12:00:00 AM","18 - 24 Years","32.23919440977","79.6%","64.9%"
"2022 Aug 01 12:00:00 AM","25 - 49 Years","35.55633984385","83.3%","70.5%"
"2022 Aug 01 12:00:00 AM","50 - 64 Years","32.56312657014","94%","82.3%"
"2022 Aug 01 12:00:00 AM","65+ Years","34.18269549018","95%","92%"
"2022 Jul 31 12:00:00 AM","<2 Years","29.28927528148","2.9%","0.3%"
"2022 Jul 31 12:00:00 AM","2 - 4 Years","31.06730041662","4.8%","0.6%"
"2022 Jul 31 12:00:00 AM","5 - 11 Years","16.07802852304","37.5%","30.5%"
"2022 Jul 31 12:00:00 AM","12 - 17 Years","15.44931174413","70.5%","60.4%"
"2022 Jul 31 12:00:00 AM","18 - 24 Years","32.65662052329","79.6%","64.9%"
"2022 Jul 31 12:00:00 AM","25 - 49 Years","36.29088258825","83.3%","70.5%"
"2022 Jul 31 12:00:00 AM","50 - 64 Years","33.59609104087","94%","82.3%"
"2022 Jul 31 12:00:00 AM","65+ Years","34.94642173654","95%","92%"
"2022 Jul 30 12:00:00 AM","<2 Years","29.43294122645","2.9%","0.3%"
"2022 Jul 30 12:00:00 AM","2 - 4 Years","31.28934927888","4.8%","0.6%"
"2022 Jul 30 12:00:00 AM","5 - 11 Years","16.18198454067","37.5%","30.5%"
"2022 Jul 30 12:00:00 AM","12 - 17 Years","15.46587232816","70.5%","60.4%"
"2022 Jul 30 12:00:00 AM","18 - 24 Years","32.88306118963","79.6%","64.9%"
"2022 Jul 30 12:00:00 AM","25 - 49 Years","36.5855991801","83.3%","70.5%"
"2022 Jul 30 12:00:00 AM","50 - 64 Years","33.82969992886","94%","82.3%"
"2022 Jul 30 12:00:00 AM","65+ Years","35.15228427838","95%","92%"
"2022 Jul 29 12:00:00 AM","<2 Years","29.77352859599","2.9%","0.3%"
"2022 Jul 29 12:00:00 AM","2 - 4 Years","31.88088744794","4.7%","0.6%"
"2022 Jul 29 12:00:00 AM","5 - 11 Years","16.55813457545","37.5%","30.5%"
"2022 Jul 29 12:00:00 AM","12 - 17 Years","15.77938131565","70.5%","60.3%"
"2022 Jul 29 12:00:00 AM","18 - 24 Years","33.61391144048","79.6%","64.9%"
"2022 Jul 29 12:00:00 AM","25 - 49 Years","37.40096411374","83.3%","70.5%"
"2022 Jul 29 12:00:00 AM","50 - 64 Years","34.57979105222","93.9%","82.3%"
"2022 Jul 29 12:00:00 AM","65+ Years","35.99159035396","95%","92%"
"2022 Jul 28 12:00:00 AM","<2 Years","30.2231039238","2.8%","0.2%"
"2022 Jul 28 12:00:00 AM","2 - 4 Years","32.81704545123","4.6%","0.5%"
"2022 Jul 28 12:00:00 AM","5 - 11 Years","16.89963260437","37.4%","30.5%"
"2022 Jul 28 12:00:00 AM","12 - 17 Years","16.13571939979","70.4%","60.3%"
"2022 Jul 28 12:00:00 AM","18 - 24 Years","34.06915645444","79.6%","64.9%"
"2022 Jul 28 12:00:00 AM","25 - 49 Years","38.11315178453","83.3%","70.5%"
"2022 Jul 28 12:00:00 AM","50 - 64 Years","35.24202343928","93.9%","82.2%"
"2022 Jul 28 12:00:00 AM","65+ Years","36.79363504521","95%","92%"
"2022 Jul 27 12:00:00 AM","<2 Years","30.25778191051","2.7%","0.2%"
"2022 Jul 27 12:00:00 AM","2 - 4 Years","33.04797626799","4.5%","0.4%"
"2022 Jul 27 12:00:00 AM","5 - 11 Years","16.98952693845","37.4%","30.5%"
"2022 Jul 27 12:00:00 AM","12 - 17 Years","16.24193555949","70.4%","60.3%"
"2022 Jul 27 12:00:00 AM","18 - 24 Years","34.20388628723","79.6%","64.9%"
"2022 Jul 27 12:00:00 AM","25 - 49 Years","38.37069810604","83.3%","70.5%"
"2022 Jul 27 12:00:00 AM","50 - 64 Years","35.47744852854","93.9%","82.2%"
"2022 Jul 27 12:00:00 AM","65+ Years","36.96117914216","95%","92%"
"2022 Jul 26 12:00:00 AM","<2 Years","30.15003245178","2.7%","0.2%"
"2022 Jul 26 12:00:00 AM","2 - 4 Years","33.17054723995","4.4%","0.4%"
"2022 Jul 26 12:00:00 AM","5 - 11 Years","16.7108042825","37.4%","30.4%"
"2022 Jul 26 12:00:00 AM","12 - 17 Years","16.0192242569","70.4%","60.3%"
"2022 Jul 26 12:00:00 AM","18 - 24 Years","34.4289087448","79.6%","64.9%"
"2022 Jul 26 12:00:00 AM","25 - 49 Years","38.89200784054","83.2%","70.5%"
"2022 Jul 26 12:00:00 AM","50 - 64 Years","36.10449201604","93.9%","82.2%"
"2022 Jul 26 12:00:00 AM","65+ Years","37.52168549805","95%","91.9%"
"2022 Jul 25 12:00:00 AM","<2 Years","30.30360639296","2.6%","0.1%"
"2022 Jul 25 12:00:00 AM","2 - 4 Years","33.5933282737","4.3%","0.3%"
"2022 Jul 25 12:00:00 AM","5 - 11 Years","16.55009932771","37.3%","30.4%"
